#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	flowmeter
#open	2026-07-01-17-51-54
#fields	uid	flow_duration	fwd_pkts_tot	bwd_pkts_tot	fwd_data_pkts_tot	bwd_data_pkts_tot	fwd_pkts_per_sec	bwd_pkts_per_sec	flow_pkts_per_sec	down_up_ratio	fwd_header_size_tot	fwd_header_size_min	fwd_header_size_max	bwd_header_size_tot	bwd_header_size_min	bwd_header_size_max	flow_FIN_flag_count	flow_SYN_flag_count	flow_RST_flag_count	fwd_PSH_flag_count	bwd_PSH_flag_count	flow_ACK_flag_count	fwd_URG_flag_count	bwd_URG_flag_count	flow_CWR_flag_count	flow_ECE_flag_count	fwd_pkts_payload.min	fwd_pkts_payload.max	fwd_pkts_payload.tot	fwd_pkts_payload.avg	fwd_pkts_payload.std	bwd_pkts_payload.min	bwd_pkts_payload.max	bwd_pkts_payload.tot	bwd_pkts_payload.avg	bwd_pkts_payload.std	flow_pkts_payload.min	flow_pkts_payload.max	flow_pkts_payload.tot	flow_pkts_payload.avg	flow_pkts_payload.std	fwd_iat.min	fwd_iat.max	fwd_iat.tot	fwd_iat.avg	fwd_iat.std	bwd_iat.min	bwd_iat.max	bwd_iat.tot	bwd_iat.avg	bwd_iat.std	flow_iat.min	flow_iat.max	flow_iat.tot	flow_iat.avg	flow_iat.std	payload_bytes_per_second	fwd_subflow_pkts	bwd_subflow_pkts	fwd_subflow_bytes	bwd_subflow_bytes	fwd_bulk_bytes	bwd_bulk_bytes	fwd_bulk_packets	bwd_bulk_packets	fwd_bulk_rate	bwd_bulk_rate	active.min	active.max	active.tot	active.avg	active.std	idle.min	idle.max	idle.tot	idle.avg	idle.std	fwd_init_window_size	bwd_init_window_size	fwd_last_window_size	bwd_last_window_size
#types	string	interval	count	count	count	count	double	double	double	double	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	count	count	count	count
CPwDED4aFMrGG0ndNb	0.000270	12	0	4	0	44462.586572	0.0	44462.586572	0.0	400	32	40	0	0	0	2	2	0	4	0	11	0	0	0	0	0.0	23.0	43.0	3.583333	7.329372	0.0	0.0	0.0	0.0	0.0	0.0	23.0	43.0	3.583333	7.329372	0.953674	109.195709	272.035599	24.730509	32.734982	0.0	0.0	0.0	0.0	0.0	0.953674	109.195709	272.035599	24.730509	32.734982	159324.268551	12.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	272.035599	272.035599	272.035599	272.035599	0.0	0.0	0.0	0.0	0.0	0.0	65476	0	512	0
C5e9Zq15PJN4DvXbx7	0.000206	12	0	4	0	58254.222222	0.0	58254.222222	0.0	400	32	40	0	0	0	2	2	0	4	0	11	0	0	0	0	0.0	23.0	43.0	3.583333	7.329372	0.0	0.0	0.0	0.0	0.0	0.0	23.0	43.0	3.583333	7.329372	1.907349	69.856644	207.901001	18.900091	22.788399	0.0	0.0	0.0	0.0	0.0	1.907349	69.856644	207.901001	18.900091	22.788399	208744.296296	12.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207.901001	207.901001	207.901001	207.901001	0.0	0.0	0.0	0.0	0.0	0.0	65476	0	512	0
CuZsPK3dUDDxvhhbE	0.000160	12	0	4	0	75009.907601	0.0	75009.907601	0.0	400	32	40	0	0	0	2	2	0	4	0	11	0	0	0	0	0.0	23.0	43.0	3.583333	7.329372	0.0	0.0	0.0	0.0	0.0	0.0	23.0	43.0	3.583333	7.329372	1.907349	66.041946	161.886215	14.716929	21.370629	0.0	0.0	0.0	0.0	0.0	1.907349	66.041946	161.886215	14.716929	21.370629	268785.502235	12.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.886215	161.886215	161.886215	161.886215	0.0	0.0	0.0	0.0	0.0	0.0	65476	0	512	0
CMbSm110tHHfFr4IT2	0.000200	12	0	4	0	59990.045292	0.0	59990.045292	0.0	400	32	40	0	0	0	2	2	0	4	0	11	0	0	0	0	0.0	23.0	43.0	3.583333	7.329372	0.0	0.0	0.0	0.0	0.0	0.0	23.0	43.0	3.583333	7.329372	1.907349	67.949295	201.940536	18.358231	22.664316	0.0	0.0	0.0	0.0	0.0	1.907349	67.949295	201.940536	18.358231	22.664316	214964.328963	12.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.940536	201.940536	201.940536	201.940536	0.0	0.0	0.0	0.0	0.0	0.0	65476	0	512	0
CSz9i4ZHv3FpMjctd	0.000158	12	0	4	0	75915.004525	0.0	75915.004525	0.0	400	32	40	0	0	0	2	2	0	4	0	11	0	0	0	0	0.0	23.0	43.0	3.583333	7.329372	0.0	0.0	0.0	0.0	0.0	0.0	23.0	43.0	3.583333	7.329372	1.907349	66.995621	159.978867	14.543533	21.695305	0.0	0.0	0.0	0.0	0.0	1.907349	66.995621	159.978867	14.543533	21.695305	272028.766214	12.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.978867	159.978867	159.978867	159.978867	0.0	0.0	0.0	0.0	0.0	0.0	65476	0	512	0
CraRTk3T0wX2W4coTb	0.000222	12	0	4	0	54061.920516	0.0	54061.920516	0.0	400	32	40	0	0	0	2	2	0	4	0	11	0	0	0	0	0.0	23.0	43.0	3.583333	7.329372	0.0	0.0	0.0	0.0	0.0	0.0	23.0	43.0	3.583333	7.329372	2.861023	92.983246	224.82872	20.438975	28.138866	0.0	0.0	0.0	0.0	0.0	2.861023	92.983246	224.82872	20.438975	28.138866	193721.881847	12.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	224.82872	224.82872	224.82872	224.82872	0.0	0.0	0.0	0.0	0.0	0.0	65476	0	512	0
CKJLEw2DD190vhYaxd	0.000204	12	0	4	0	58798.654206	0.0	58798.654206	0.0	400	32	40	0	0	0	2	2	0	4	0	11	0	0	0	0	0.0	23.0	43.0	3.583333	7.329372	0.0	0.0	0.0	0.0	0.0	0.0	23.0	43.0	3.583333	7.329372	1.907349	69.141388	205.993652	18.726696	22.906893	0.0	0.0	0.0	0.0	0.0	1.907349	69.141388	205.993652	18.726696	22.906893	210695.17757	12.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205.993652	205.993652	205.993652	205.993652	0.0	0.0	0.0	0.0	0.0	0.0	65476	0	512	0
CrFHlM4LLCIvODQug	0.000143	12	0	4	0	83886.08	0.0	83886.08	0.0	400	32	40	0	0	0	2	2	0	4	0	11	0	0	0	0	0.0	23.0	43.0	3.583333	7.329372	0.0	0.0	0.0	0.0	0.0	0.0	23.0	43.0	3.583333	7.329372	1.907349	53.167343	144.958496	13.178045	16.753581	0.0	0.0	0.0	0.0	0.0	1.907349	53.167343	144.958496	13.178045	16.753581	300591.786667	12.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.958496	144.958496	144.958496	144.958496	0.0	0.0	0.0	0.0	0.0	0.0	65476	0	512	0
CSox861goI1nDL7Y6	0.000219	12	0	4	0	54767.843308	0.0	54767.843308	0.0	400	32	40	0	0	0	2	2	0	4	0	11	0	0	0	0	0.0	23.0	43.0	3.583333	7.329372	0.0	0.0	0.0	0.0	0.0	0.0	23.0	43.0	3.583333	7.329372	1.907349	79.154968	221.014023	20.092184	25.275539	0.0	0.0	0.0	0.0	0.0	1.907349	79.154968	221.014023	20.092184	25.275539	196251.43852	12.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221.014023	221.014023	221.014023	221.014023	0.0	0.0	0.0	0.0	0.0	0.0	65476	0	512	0
Cd5LUI32qqmEfXdOU6	0.000173	12	0	4	0	69327.338843	0.0	69327.338843	0.0	400	32	40	0	0	0	2	2	0	4	0	11	0	0	0	0	0.0	24.0	44.0	3.666667	7.571878	0.0	0.0	0.0	0.0	0.0	0.0	24.0	44.0	3.666667	7.571878	2.145767	72.002411	175.952911	15.995719	22.687493	0.0	0.0	0.0	0.0	0.0	2.145767	72.002411	175.952911	15.995719	22.687493	254200.242424	12.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	175.952911	175.952911	175.952911	175.952911	0.0	0.0	0.0	0.0	0.0	0.0	65476	0	512	0
